N,P,K,ph,temperature,humidity,rainfall,crop,health
29,29,194,7.765521082719725,29.865484760673283,27.461077120196926,294.92162061086105,coconut,Poor
56,67,202,6.475798586743911,34.42545927389757,15.645824453875852,261.8153526804334,coconut,Moderate
0,34,131,6.280583593387864,19.819479476638357,65.56634434482646,212.86181250177214,coconut,Moderate
71,87,17,9.317771532203286,14.317588950255526,49.725143682482454,86.7404646410039,kidneybeans,Moderate
15,12,66,6.08368410461617,21.899198140836038,60.02503342104943,231.09213090077645,cotton,Moderate
59,55,70,7.354792161781208,22.813331840544986,54.489159723049696,89.18732576318887,mango,Healthy
41,12,121,6.810525971362724,12.232242753309032,85.54217269782332,50.32886970677028,mungbean,Moderate
49,104,140,5.522977371611175,31.705257337896885,51.009930480419825,95.26643142275586,coconut,Healthy
55,80,119,9.177710450132649,36.95299262508605,26.890868905902543,120.43057416344817,lentil,Moderate
129,51,133,3.802709380467033,43.21286769430795,41.78641744029139,84.92424355732936,cotton,Moderate
112,26,140,5.878928674988041,37.67051421187615,66.7417965749587,137.72146702965557,chickpea,Moderate
112,10,203,8.514382667786188,31.276413803773274,74.50485321875482,162.4912045964885,rice,Moderate
89,123,84,8.427746098406256,20.295869226059004,69.41875781342397,135.1539397012296,banana,Moderate
138,100,139,4.283148954471132,14.608264828351773,49.908031102418136,286.2938968496333,pomegranate,Poor
80,74,79,5.945909604698545,22.774022813512047,88.36234369109144,198.1677124420627,orange,Healthy
53,14,199,8.167706143926612,22.842580171972592,55.42575527783748,186.48181995250152,coconut,Moderate
100,105,26,5.577353868442593,26.109864690456334,53.99653110526144,66.70312416791924,coffee,Healthy
4,100,121,3.5168459965210874,12.589320862321243,50.90134280693774,299.6701906602372,grapes,Poor
89,106,196,6.113843640434759,34.67675518934703,56.29304322884795,232.13527603839344,lentil,Moderate
127,99,16,3.628499498569826,14.745844404914898,90.69587112419248,164.49518659233507,muskmelon,Poor
138,124,63,7.710276547287011,17.105604534665495,89.33888939034044,228.4581592107408,chickpea,Poor
99,56,16,9.124209490649731,15.580618311028932,17.64405715898497,243.3569293325769,chickpea,Poor
118,60,138,4.037840641463243,34.80729669311209,31.754163293746558,50.835121907778415,coffee,Moderate
128,127,87,6.156952174404051,20.150622077863076,30.012765211985084,267.58557579048454,orange,Moderate
26,77,33,6.9206376645436665,10.002932057155807,42.21226632400501,86.70581201249097,coconut,Healthy
123,62,169,3.8792790681163094,30.618843274944435,34.335661385809225,201.7842017813937,muskmelon,Poor
70,139,139,6.971753382960307,39.67407936520652,20.990680079522754,176.35241495089525,cotton,Moderate
31,62,187,7.84614275277168,28.056863776796625,21.48368325299571,34.35487789275693,kidneybeans,Poor
31,131,30,4.816945677424403,15.73773196016887,89.6041666107926,131.52041019848699,watermelon,Poor
115,20,176,6.832968026367789,15.354215443578449,80.48378163357047,169.5308747316483,grapes,Moderate
10,128,113,3.637138130223114,29.768673473896666,63.34487005346172,131.8249031019347,cotton,Moderate
117,26,106,5.633833612201959,16.598461749612152,22.519979735193168,217.11532763822728,lentil,Poor
108,120,196,3.750421018806268,28.262583393671466,39.36027035719336,203.90861904992664,watermelon,Poor
130,32,157,8.740326401616793,42.288699497275395,92.7775977440813,208.65819600563918,cotton,Poor
101,85,148,8.234978041095381,25.548137798133975,37.55188076539669,223.60790989005008,orange,Poor
27,6,122,7.516908506209776,21.544434644658608,82.49516728276839,77.25227557410396,coconut,Poor
104,12,147,7.834140706293697,22.801382566607295,42.57649909974234,210.130076923243,papaya,Poor
81,131,160,8.736978483880133,32.33784828572384,88.16503157067457,116.24793935995206,mothbeans,Moderate
106,48,204,5.693853946946103,28.845282345393056,60.284909148295014,257.18379939414046,watermelon,Moderate
84,141,112,6.2076572648161985,36.21354696818146,85.83875194067751,22.35538291292218,banana,Moderate
123,129,115,7.84765661863401,41.12675301434344,59.57243961333674,67.3124488049066,jute,Poor
129,112,202,8.455593764879572,35.99718655127276,24.88618022439738,263.2186059186855,coffee,Poor
50,59,143,4.877509007793229,36.35717038166962,71.18521443184775,294.4381428739558,banana,Moderate
128,132,56,8.539020298510621,25.33838939433607,79.91166062007048,138.99939117697505,muskmelon,Moderate
6,121,118,7.858423325430974,30.82803907722084,48.16064515103502,267.52121727397196,lentil,Poor
68,42,8,6.977630360344195,25.832198475717398,49.173456902308104,149.38059016447215,papaya,Healthy
37,42,112,5.585256856577668,26.65581904851958,57.94420271594997,240.16330459623435,coconut,Moderate
26,24,124,5.6463940223792575,26.609666083375714,50.46321156860533,129.49979853896963,rice,Moderate
1,45,191,9.495397856432946,42.27402514503846,87.7168587801626,229.77125190544484,chickpea,Poor
60,17,147,7.444276090022391,42.755579379319414,39.63147185101302,58.12563963278781,blackgram,Moderate
82,65,30,8.014963514842322,23.269236598976477,34.74609655526697,198.23551800211385,jute,Moderate
15,54,86,4.116570170888472,34.30301750684154,41.691253126888796,267.99662196068243,lentil,Moderate
17,74,188,5.55181408952059,19.07242848706923,22.367917563865845,286.8703116814771,chickpea,Moderate
56,84,78,9.11197100954668,26.666827421602182,61.772879561905285,64.33059476994423,apple,Moderate
63,142,66,7.2979213803672796,32.30736529047818,41.11395018370995,158.04255314747206,kidneybeans,Healthy
103,83,82,7.952922881144458,34.641875831001926,33.8151836888472,266.8290707968886,mungbean,Poor
112,57,159,7.810334232773,14.364251300951103,63.14132351874871,163.74712661243024,rice,Moderate
59,102,69,4.915336699159452,25.387226882680967,27.819817547673757,215.3839474531944,jute,Moderate
13,8,151,8.966656697061941,29.397591616366352,63.854949377104774,211.62253602637065,mango,Poor
60,38,173,9.299091743273115,31.8982175481454,70.6478514432799,205.62201794198361,rice,Moderate
109,45,149,5.995241562976091,32.811289145424354,36.7299496336176,99.93671805076352,grapes,Moderate
59,78,133,4.503166357726766,10.841349853652739,91.56244346184182,221.02724336763944,grapes,Poor
59,117,128,4.461041765002762,30.07051954579545,45.289771644811196,21.175307105258344,banana,Moderate
29,33,11,5.6382778406089855,44.27912978047394,70.24477883268638,32.9681822969852,papaya,Moderate
19,119,200,6.229305323483052,30.832923542347817,52.9893105821759,272.66744367167996,muskmelon,Moderate
55,16,186,5.035552202563095,21.661717678640777,46.0551925415822,175.6888761860781,apple,Moderate
129,15,155,8.701594975292998,23.732734953288052,65.22996895428514,158.5549257406264,jute,Moderate
58,113,65,7.401732833249187,43.702229541766386,42.87223186448572,186.16193257203173,grapes,Healthy
121,127,77,8.111774816322626,43.39972174771147,94.65193757754298,135.84315326390345,muskmelon,Poor
22,84,200,6.625487280816016,29.65605189782343,87.82575396218152,212.95048533095786,jute,Moderate
98,74,28,6.993729675177164,11.110922099332823,77.59937384797212,50.703121112906686,coconut,Healthy
105,65,72,6.104000458843421,14.399447717549524,72.46045929835046,116.45926919334701,jute,Healthy
53,32,17,8.298077857688142,40.432185557293934,52.95705058442287,137.13465579397536,blackgram,Moderate
11,41,15,8.116137876698382,41.521678827515075,69.96680423460131,221.2591378710959,papaya,Poor
32,107,121,5.6943722221396005,36.7389519460435,65.41587939484502,265.94143360892804,watermelon,Moderate
92,19,122,7.753895161979406,32.59805286998973,69.47353303320946,37.426942404414774,mothbeans,Moderate
3,137,86,5.3388103647379594,27.056479787073908,80.17931780613723,144.971188316863,pigeonpeas,Poor
39,140,44,4.231011448737281,43.44251810886031,40.87024405310824,85.11676005923604,mothbeans,Moderate
72,41,91,3.731510071770999,19.3679258077081,46.34784935860499,33.401634861776586,pomegranate,Moderate
5,132,117,8.465254187849574,22.934596203496042,60.01668196527625,54.50488862231647,coffee,Moderate
48,108,94,9.293536403723241,29.609741680373997,60.33610901474687,32.04590680011899,pomegranate,Moderate
23,43,45,5.897965361722888,17.64085591036301,55.924296649026594,39.605091006292014,kidneybeans,Moderate
48,76,133,5.991315555731313,27.060886784544678,16.171569432161608,219.73811466423086,apple,Moderate
95,71,48,3.7691790258961575,16.295058998785972,21.281415340219905,210.296449467164,banana,Moderate
5,104,111,4.890930550150019,20.48180238891195,73.22809987315497,201.83667858693303,apple,Poor
73,36,6,7.953676633576242,25.800977097277602,39.75210635067604,24.31000994926619,papaya,Moderate
79,58,55,8.376735832843913,27.504273905602968,67.64104271637113,230.3162448007372,muskmelon,Moderate
27,99,126,8.3512510854063,25.784227884458037,17.5523656181253,150.73818370617505,jute,Poor
59,98,88,7.567364433769372,21.919200700155123,82.33456067280838,138.58673467752922,maize,Moderate
37,131,187,7.835593160149379,20.089142264534864,59.266491665039865,66.03487286128865,papaya,Moderate
64,10,179,4.909390022305864,20.29413835235821,40.753176508660175,214.17053343002553,grapes,Moderate
108,21,12,9.185975223170598,24.08333621531645,43.95671999639831,186.90764632567368,lentil,Moderate
136,7,183,6.231974408839747,16.304266183711185,43.89378391559286,215.83986323141383,papaya,Moderate
110,37,39,7.383427968952642,21.95748037608888,73.29836074265496,130.4292788523656,watermelon,Healthy
47,120,35,4.823735348677402,24.67001933453697,49.113405876815634,141.64559816080737,mango,Moderate
106,68,38,5.913113327870265,42.234591705391715,40.36783261862752,81.17930582874763,mungbean,Healthy
56,61,47,3.732189157912824,34.711872252565044,37.0998131032752,242.22667401394463,chickpea,Moderate
102,33,166,5.628813761035956,36.26985909136353,94.87686683133686,258.8642042923403,kidneybeans,Moderate
89,55,199,4.078365029928823,35.04456559313262,56.4298128047774,265.3312352594993,coffee,Moderate
45,141,47,7.034511297141434,37.80607992528084,28.723685788515265,201.1972048598305,coffee,Moderate
82,60,49,6.10613377267027,15.623567926278355,79.23456562752021,189.50308387927058,kidneybeans,Healthy
37,51,24,5.770791701743332,40.64261456061347,78.8652601089461,268.7413446356228,muskmelon,Moderate
24,49,17,7.3354355900327946,39.059612099517416,34.296936482689375,126.6752125594978,pigeonpeas,Moderate
47,35,125,5.287462192020268,12.741483953553324,91.28079081161565,278.8521107800154,cotton,Poor
42,84,187,7.788074238162247,38.7873465543736,92.82593740719538,66.52905499546857,mothbeans,Poor
89,90,135,7.968421811582629,24.94772836688684,19.506321841670022,157.07176173368612,jute,Moderate
108,61,13,6.615740564152787,37.829027384088036,47.327773345028206,160.34013465629008,rice,Moderate
42,92,196,6.683070734482751,20.283529774461485,76.50511440695009,55.51433877077917,watermelon,Healthy
51,98,77,6.1580483775709505,16.15731142150073,65.78816666217271,272.1039119577831,muskmelon,Moderate
98,101,5,4.865561116910366,13.035056715911862,67.19637075636761,39.05650877426718,watermelon,Poor
0,77,138,3.5128621857108167,36.3801827474045,50.863608475714194,296.88402892191885,lentil,Poor
19,95,129,6.8350053989062785,32.55818383076728,30.55860715873046,65.3707527882475,mango,Moderate
132,42,48,8.573288195163538,16.7941891662105,33.47919599528528,159.42978305202607,maize,Moderate
137,103,161,7.573023428213216,39.14556709521829,79.2060321284936,132.05541812315644,mungbean,Poor
117,52,174,4.923947916342236,39.61495840613646,30.179752109743045,217.97156264212026,papaya,Poor
8,27,11,4.415434860359159,16.783578594903855,68.97153489681378,103.09735469554707,orange,Poor
51,12,168,6.2677776054823235,15.479008390173068,52.01377314784119,102.93443541925355,mungbean,Moderate
106,68,156,6.50924858265503,42.998136647622125,50.30214543662241,50.87439466773834,mango,Moderate
136,116,114,8.931151129739298,17.467459974638498,57.185230541689435,280.30264781273485,jute,Poor
22,62,168,3.596453304948466,25.292451021811974,20.16490849360096,206.2617099053577,jute,Poor
65,23,202,4.889714484274622,20.29839336986531,78.36354003653456,96.45193782541855,papaya,Moderate
36,35,198,4.697484452105639,22.07220917543387,40.810941330330536,113.74671446848856,muskmelon,Moderate
2,138,177,9.249281770047018,39.84607721342131,53.50935426096495,194.18643167601127,coconut,Poor
113,95,100,8.422640554485326,29.123169376977803,61.32032867120762,175.24258672254354,banana,Moderate
62,74,194,9.379445451693037,26.830428927803133,45.12915528514043,202.22002579500295,mothbeans,Moderate
93,128,56,6.3376101736263815,40.15618594592293,53.420225457383836,20.857768055825865,pigeonpeas,Moderate
111,100,199,6.252740871046996,14.634464425246902,61.09607051652591,54.12968130605852,rice,Moderate
126,7,89,5.972628604285309,29.50973843342492,15.358171060480261,61.409728590022695,muskmelon,Moderate
54,75,193,8.746093537703901,38.351557798053776,30.453641041080132,225.5340973267315,grapes,Poor
25,106,115,8.379162043797685,36.101423934597335,89.69867927835678,136.244617548617,apple,Poor
22,135,176,8.199248426264418,12.921470856579976,47.24660821903538,183.72116756483018,maize,Poor
48,83,119,7.049293292647908,18.466082352056816,73.80506985847344,226.3037239359616,mungbean,Moderate
97,42,60,7.5903052446282215,16.884803776408692,47.184610586319764,96.2353961292536,kidneybeans,Moderate
112,130,28,9.341666827601792,19.28934354417099,73.65195315111063,183.82881996383858,pigeonpeas,Poor
117,136,22,9.311071867360724,27.723211788313037,78.35360532020172,153.4593878305179,kidneybeans,Moderate
77,111,114,4.812263751331445,31.869521403070927,33.6881162555929,293.3751703836172,coconut,Poor
29,43,104,6.132058332909642,17.016445830311696,32.226844206957395,113.19281900312474,banana,Moderate
26,55,119,8.182788573014268,44.29527855640228,34.95538815435886,196.7708031372268,lentil,Poor
117,53,123,7.2330733106971,10.949488492706235,53.57290946941817,48.68494826303527,maize,Moderate
75,84,78,4.104531128289994,41.50597647243354,51.8904529873719,179.13495786495736,rice,Moderate
67,141,129,7.9342134700664335,17.80627227470268,83.66173555249728,287.75938460644255,grapes,Poor
81,36,20,4.05863480134026,40.19531347036143,59.784342392275434,266.9937144391155,muskmelon,Moderate
134,132,31,5.590510851170869,16.410818403073193,29.57927933739552,270.063793185137,coffee,Moderate
1,59,107,6.681027177881122,36.2976700451551,76.82636332600913,294.56497702464003,mungbean,Moderate
123,15,94,9.082173347762005,18.404053134200815,47.15230344562693,274.01064533426234,mothbeans,Poor
95,77,33,5.471534386924592,26.595599886930284,32.9691485388421,127.62444047800633,pigeonpeas,Moderate
94,115,179,5.606852758342757,30.786442987041482,92.00418693254892,155.62120820211862,apple,Moderate
21,24,72,7.829199921947579,28.322162387165424,25.72449900071306,202.53443217307196,muskmelon,Poor
12,99,140,6.347415282356933,26.328733350108713,28.042342468040225,179.1638895681685,muskmelon,Moderate
84,11,105,5.301400371523059,20.862599124789803,16.975711375926792,213.15223267154929,apple,Poor
61,21,55,9.166765381516283,32.65000648456549,76.1379398179558,121.36660333476527,muskmelon,Moderate
106,27,94,9.212984224270611,17.377263712228068,86.8781616498586,50.36700636699037,coconut,Poor
44,107,158,8.709762176708042,41.56509600383039,71.86584397445515,222.9715220215057,cotton,Poor
70,73,113,5.111321417662352,20.490505685122038,48.67509910091129,290.1267313636251,mungbean,Moderate
100,87,32,4.557031499901118,12.820547889965571,67.09477506419425,141.98314567031116,kidneybeans,Moderate
23,118,122,8.935280942161196,18.982468706302953,22.957354203827087,260.6072709238731,coconut,Poor
106,16,169,5.770246785586413,15.434364593106505,23.38449943780537,199.11385753929306,cotton,Moderate
20,22,167,7.012930352965985,12.508726901898186,44.34656088237155,292.2051439069485,mothbeans,Moderate
6,45,202,6.202889915687216,32.753597584361174,28.766899422997927,194.2604576028499,jute,Moderate
119,5,60,3.8809783467657617,19.179104951822687,90.90988213639677,177.49286684687962,grapes,Poor
28,64,157,5.995550394551879,42.663393815487005,35.11991254293114,88.43941238839642,kidneybeans,Moderate
35,89,119,5.796553863962875,44.92860946940102,80.09372081148459,97.13381490300088,watermelon,Moderate
3,131,20,6.649994960205234,20.750393468060157,16.766162667157644,103.02795308542504,kidneybeans,Moderate
13,42,55,7.471002558081262,15.620597478154076,71.6913312776307,155.49896699939472,apple,Healthy
70,21,166,4.966056684321718,12.87482223508044,67.30598638131252,99.95460484138165,grapes,Moderate
129,60,68,3.833264104844657,11.59107088178446,79.15065995805148,152.82626510388545,coffee,Moderate
39,11,33,8.62205652487442,43.45480191066788,56.5995259642607,276.40946002559014,apple,Poor
52,40,173,6.536882366771517,22.536982734319704,45.8392898553823,133.515004855142,grapes,Healthy
126,101,19,6.999796960743174,24.253041772043925,65.77031233880405,98.23632663194611,papaya,Moderate
105,139,107,7.673588329912171,38.85585699549914,86.49589540307691,134.6140313635367,watermelon,Poor
89,61,138,5.869425020338976,44.69796425483198,77.67111450502189,33.931461140999005,pigeonpeas,Moderate
132,27,27,4.455324353725688,24.25412480233,38.36981945236829,59.713974690400285,chickpea,Poor
136,48,85,9.401847390688397,27.575658660286866,47.76770675585155,288.9358726233106,muskmelon,Moderate
119,33,177,7.21317087916943,13.885234176586447,90.73337341075943,72.31110105073321,banana,Moderate
129,52,86,5.081571316599204,30.728705698265124,67.69907037747882,214.4014703118734,pigeonpeas,Moderate
111,45,43,9.256977561485385,42.42149344562827,44.33137167076585,63.81510610101258,chickpea,Moderate
105,133,95,6.3625277753707845,44.0088400914234,50.38935199451907,288.0181186426734,lentil,Moderate
54,119,60,8.81902272094246,29.281553876170346,70.68387946008983,95.41330267342877,rice,Moderate
112,97,74,3.791140309997674,17.62243849547774,26.036041373925435,88.5889549557993,mango,Poor
127,11,104,4.532678532840476,24.173494326295625,60.41269791546016,141.3434888042634,grapes,Moderate
128,84,77,5.281188836098686,42.753811042320294,42.052227076599216,199.53194415698303,mothbeans,Moderate
111,127,116,8.07514560937706,36.80106437170456,47.63372276749454,87.17265241626934,pigeonpeas,Poor
34,112,104,8.136354969123023,39.56044343849487,42.21380301178761,257.8926773458975,coconut,Poor
139,114,145,4.877189710133684,35.65591213727345,35.14676535465856,73.07423656569915,muskmelon,Poor
28,76,82,7.360174561528898,16.41962608303989,43.5525405674524,255.87955009055653,jute,Moderate
125,102,127,4.711226039679755,34.920576754554276,55.966303408117966,257.00482725153756,mungbean,Poor
69,83,107,7.093387397931569,32.77528458791559,54.89510275660532,110.53603079540702,muskmelon,Healthy
27,70,53,6.505362533399038,15.865653761103296,58.670567534714806,271.8025051335594,orange,Moderate
34,117,11,8.608855059797978,30.799718452697928,76.21062520402361,242.00855577919367,mungbean,Poor
66,138,34,4.6058326531408635,29.100473178022913,36.643556791552,39.72790731261405,pomegranate,Moderate
133,117,40,3.779998996319235,42.779372984117344,86.06574119595217,212.95665128272316,chickpea,Poor
62,110,172,9.290856144165545,26.939416231488355,22.52569637833952,118.11180619868817,pigeonpeas,Moderate
58,19,34,8.942094196708261,26.714323675431416,69.07863812662684,91.96623326526047,apple,Moderate
90,17,68,4.601419008649064,40.12405522700834,77.85704199700004,169.18942145634955,muskmelon,Moderate
24,119,193,4.468442871108745,15.632754877817872,48.273615718633245,57.245232248534165,mango,Poor
31,135,75,5.770943044033614,30.56101942649942,61.237863251333444,243.2664118941459,mungbean,Moderate
108,139,32,5.3564374671678365,26.08709196474907,17.168521871407528,71.81889889191947,maize,Moderate
36,15,191,6.454751669895159,21.71097475113218,69.04215959287876,275.4121302884502,maize,Moderate
108,40,82,8.028827560803919,24.66165179642484,77.29722324150438,51.73682195380963,chickpea,Moderate
72,60,62,8.76931656084326,20.503158745209305,59.372860173238216,289.96645185996454,grapes,Moderate
136,37,132,4.288138029590122,18.85657036514807,39.28593774232553,218.6318758080413,banana,Poor
92,67,12,7.01035958686844,34.575616105396556,67.89684728657008,78.16894927858706,papaya,Healthy
15,108,199,5.267058420776248,17.29645412434168,45.0939292110662,195.4753235154072,orange,Poor
94,76,170,4.051514738847166,21.444932943464252,52.412106495861025,259.37453254933695,chickpea,Moderate
1,22,89,6.708954819828922,27.335305616427128,20.112053381764426,51.31152281162088,kidneybeans,Moderate
48,14,69,8.773226475676047,24.918945040366747,51.210812079512785,288.6004350084243,grapes,Moderate
57,79,52,5.551314360477297,15.908056030772784,81.2753888184852,266.0214208640843,apple,Moderate
41,105,114,7.457013798299421,35.1201606736406,78.77905023724341,83.09582933592836,watermelon,Moderate
73,99,204,7.08874432052732,10.463937326999547,88.26278123462855,234.50304320571524,muskmelon,Moderate
8,11,91,4.702379978312401,15.924654681660034,40.85496628459584,104.22041209885846,kidneybeans,Poor
15,8,70,5.897959006120825,13.48145254162634,54.09660473730973,93.82657737011806,mothbeans,Moderate
